Family,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Chlamydiales Order,0,0,0,0,0,0,0,0,0,0,0,0,3.48438126099758e-05,5.79049972012585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013119629151816,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0.000399072631218882,4.62541821489693e-05
Chloroflexaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200672252044349,0.000111849316600676,0,0,0,0,0.000196097656633003,0,4.24547326413212e-05,0,0,0,0.000459833540258426,0,0,0,0,0,0,0,0,0,0,0,0.000189743033720048,0,0,8.41485221415799e-05,0,0,0,0,0,0.000188014101057579,0,0.000209038044924176,4.62541821489693e-05
Chloroflexales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0,0.000221778664892437,0,0,0,0,0.000418293363078639,0,0.000245122070791254,0,0,0,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298815603607519,0.00032626427406199,0.000380191996958464,0.000551848693121959,0.00225935619533365,0.00114110473201869,0,0,0,0,0,0,0,0,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexota Phylum,0.0607116769278932,0.134650812259253,0.122163334136353,0.122889581740102,0.0813068716661437,0.161565177124334,0.158708657862061,0.074903014025664,0.0242045557948376,0.0100480071452495,0.0142014419925716,0.0136848572864883,0.0127179916026412,0.0114072844486479,0.00954055747579488,0.00241768988373357,0.00346342075542728,0.00529100529100529,0.00321075603270958,0.00570431514663445,0.00313803801305139,0.00395256916996047,0.00395054842907604,0.00742715673205104,0.00490244141582508,0.00289169295478444,0.00163450720669087,0.000459187020313559,0.000857752687957551,0.00156431054461182,0.00203859536181236,0.00192300968497605,0.00173114055529662,0.00304175047833979,0.00952418051146213,0.00538392217575155,0.00105180589724391,0.000178691087781997,0.000876270592358921,0.000860936154787258,0.00136059229940099,0.00191729712923619,0.00387617911742383,0.00231174675584872,0.00289184499710815,0.000757336699274219,0.00199059284349766,0.00373315233200815,0.00516698764620226,0.000835305582625644,0,0.000705052878965922,0.00102968604289711,0.000114020751776823,0.000662976610801893
Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033963786113057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christensenellales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464900046490005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444186944766319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromulinivoraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308999613750483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349704693814113,0.000950172931473528,0.000601304367936601
Chthoniobacteraceae,0,0,0,0.000196089966076436,0,0,0,0,0,0,0.000546209307406598,0,0,0,0,0.00573182657828969,0.00313715648136529,0.00215442131609796,0.00255857121356544,0.000357917813122162,0,0.000744013020227854,0.00278862242052426,0.0173935123468546,0.0145602510050005,0.0103650292924741,0.00282323972064786,0.00220847090722236,0.00165566216512737,0.000946311317110854,0.00127220612804831,0.00178315443515961,0.00223050802317065,0.00186429868027278,0.000350583331710262,0.00134020380340597,0.00344065318928941,0.0029707393343757,0.00307668341317132,0.00312655761475373,0.0018906931952715,0.00285003627318893,0.000867396725577361,0.00110963844280739,0.00100102326822975,0.000105185652676975,8.02658404636155e-05,0,0,0.00222748155366838,0,0.00124559341950646,0.000971401927261424,0.000570103758884117,0.000370033457191754
Chthoniobacterales Order,0.00137743921527705,0,0,0,0,0,0,0,0.000879614183020413,0.00811283539875702,0.00680940936566892,0.00202945502615949,0.000801407690029443,0.000907178289486383,0.000323408727993047,0.00111376724980984,0.00122976534069519,0.00095047999239616,0.000877941102694025,0.000402657539762432,0,0,0.000743632645473136,0.00298355868723418,0.00220609863712129,0.000826197987081268,0.0007005030885818,0.000327990728795399,0.000359059264726417,0.000289687137891078,0.00324949035115955,0,0,0,7.7907407046725e-05,0,0.00016044496737619,0.000201027473754746,0.000467344315924758,0.000249218360596312,0.000176700298623505,0.000103637682661416,0.00195164263254906,0.00172610424436704,0.00124571784490813,6.31113916061849e-05,0.000144478512834508,0,0.000281835689792851,0.00431574551023249,0.0126994776441271,0.00705052878965922,0.00268106931924153,0.00203337007335335,0.00158806025378128
Chthonomonadaceae,0.00198267765835333,0.00114442025344722,0.000770898578655746,0.000941231837166892,0.000235331032318795,0,0,0,0.0055203372865419,0.00975028841501991,0.00549850702789309,0.00229011897447355,0.0010104705656893,0.00106159161535641,0.00218300891395307,0.000271650548734108,0.000150583511105534,0.000126730665652821,0,0,0,0,0,0,0.000833415040690264,0.000225326723749437,6.36820989619818e-05,0.000327990728795399,5.98432107877361e-05,0,0.00179335080700786,0.00017481906227055,0,0,0.000331106479948581,0.000415925318298403,0.000873533711270368,0.000893455438909984,0.000350508236943568,0.000407811862793964,0.000159030268761154,0.000794555567070854,0.00178900574650331,0.000955521992417471,0.00104551319126218,0,0.000224744353298123,0,0,0.00556870388417096,0.00253989552882542,0.00103407755581669,0.000349704693814113,0.000133024210406294,0.00044712376077337
Clostridia Class,8.34811645622456e-05,0,0,0.000254916955899367,0,0,0,0,0,0,0,0.000521327896628126,0.00329274029164271,0.00277943986566041,0.000950013138479575,0,0,0,0,0,0,0,0,0,0,0,0.000467002059054533,0.00166181969256336,0.00135644611118869,0.000714561606797991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiaceae,0.000960033392465825,0.00108859487523028,0.000963623223319682,0.00158832872521913,0,0,0,0,0,0,0.000691865122715024,0.00337001247463181,0.00912907890381365,0.0175838174834488,0.0243162937359772,0.000488970987721395,0.000401556029614757,0,0,0,0,0,0,0,0,0,0.00186800823621813,0.00343296962805851,0.00853763140571702,0.0110274237157204,7.66389233764044e-05,0,0,7.35907373791885e-05,0,0,0,0,0,9.06248583986587e-05,0,0,0.000298167624417218,0,0,0,0,0,0,0,0,0,0.00050512900217594,0.0014822697730987,0.00356157202547064
Clostridiales Order,0,0,0.00012045290291496,0,0,0,0,0,0,0,0,0,0.000383281938709734,0.00183365824470652,0.000768095728983486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638327581735852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570103758884117,0.000431705700057047
Coleofasciculaceae,0,0,0,0,0,0,0,0,0,0,0,0.000297901655216072,0.000313594313489782,0.00129321160416144,0.0011117175024761,0.000217320438987287,0,0,0,0,0,0,0,0,0,0,0,0.000349856777381759,0.00137639384811793,0.00233680957898803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coxiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.000348438126099758,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119686421575472,0.000173812282734647,0,0.00041956574944932,0,0,0,0,0,0,0,0,8.83501493117523e-05,0,0,0,0,0,0,0,0,0,0,0,0.00050512900217594,0,0.000169598667879554
Crocinitomicaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01945037018446e-05,0,0,0,0,0,0,0,0,0,0.000275955762168588,0.000546651214658999,0.000897648161816042,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380310768227752,0.000351361525912913,0.000697018661090517,0.00035117644107761,0.000178958906561081,0.000713190457511679,0.000604510578935131,0,0,0,0,0.000212273663206606,0.000262392583036319,0,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP1-4,0.0141917979755818,0.00929492547312008,0.00761262346422549,0.00876522148361668,0.0826992469406966,0.0623755498958092,0.0271475335816684,0.0119367353028947,0.00600564166338075,0.00506121841390346,0.00466098608986964,0.00450576253514309,0.00378055366818237,0.00314617151460171,0.00440644391890526,0.0571824405085298,0.0795080938637219,0.0802205113582359,0.0762554557768525,0.174619153076975,0.16642299326035,0.100860265054638,0.036670384829894,0.0285659874309655,0.0153446416315325,0.0125056331680937,0.00740835084591055,0.00824350031705771,0.0060641120264906,0.00836230204712244,0.0215815208227955,0.00618859480437747,0.00562620680471403,0.00652504538095472,0.0714216154100851,0.0184855697021513,0.00499162120725924,0.0027473754746482,0.00401137204502084,0.00446327427613394,0.00443517749544997,0.0131619856979998,0.0248021251219777,0.0193878494590513,0.0251145615518085,0.191984853266015,0.128409291573692,0.0569669349364879,0.0158297712433651,0.00635760360109518,0.00215651507164422,0.00202115158636898,0.00299191793596518,0.00271749458401429,0.00172682280022819
CSP1-6,0,0,0,0,7.84436774395984e-05,0,0,0,0,0,0,9.30942672550224e-05,0,0,6.06391364986963e-05,0.0226013256546778,0.0160371439327394,0.0200868105059722,0.0201173932674459,0.038409055320672,0.0602645936597368,0.0570564984887236,0.0264454359546384,0.0082523963689456,0.00553975879988234,0.00446898002103049,0.0036086522745123,0.00360789801674939,0.00398954738584908,0.00407493240633449,0.0150212289817753,0.00066431243662809,0.00119848192289766,0.000981209831722514,0.00981633328788735,0.00328118862213185,0.00110528755303598,0.000670091579182488,0.000856797912528722,0.000453124291993294,0.000494760836145813,0.00172729471102359,0.0269164046405725,0.0328268039330518,0.0274502825110113,0.0463658357000105,0.106207760101456,0.0764084165616213,0.0163464700079853,0.00826024409485359,0.00579862941486558,0.00462984723854289,0.0062752564501088,0.00537797879214017,0.00545799349357838
Cyanobacteriales Order,0.000542627569654597,0.000893206051470999,0.000915442062153698,0.000921622840559249,0,0,0,0,0,0,0.00010924186148132,0.00189912305200246,0.00376313176187738,0.00636954969213843,0.0141895579406949,0,0,0,0,0,0,0,0,0,0,0,0,4.37320971727199e-05,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanobacteriia Class,0,8.37380673254061e-05,0,0,0,0,0,0,0,0,0,0,0.000296172407184794,0.00106159161535641,0.00183938714046045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366937041328698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanobacteriota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194280385452285,0,0
Cyclobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86033314675056e-05,0,0.00929044876670651,0.00951185845149956,0.0128631625637614,0.010058696633723,0,0,9.30016275284817e-05,0,0.000444359804481686,0.00549073438572409,0.0442767012167643,0.0815979961366194,0.055824022040977,0.0237976501565897,0.00766705291618385,0.00087368372649101,0,9.98734935748053e-05,0,0,0,3.56544371947089e-05,0,0,0,0,0,0,0.00021576303054588,0,0,0,0,0,0,0.000239612785738247,0.00246768507638073,0.00755750699409388,0.00463684390559082,0.00141846158590173
Cytophagaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49094652826424e-05,0,0,0,0,0,0,0,0,0,0,6.70091579182488e-05,0,0.000928904798586252,0.00120156203063983,0.000397277783535427,0,0,0,0,0,0,0,0,0,0,0,9.50172931473528e-05,0
Cytophagales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0.000179529632363208,0.000251062186172267,0,0,0,0,0,0,0,0,0,0.000249218360596312,0.000247380418072907,0.000207275365322831,0,0,0,0,0,0,0,0,0,0,0,0.000285051879442058,0.000231270910744847
Danuiimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0.000225756283549892,0,0,0,0,0,0,0,0.000467002059054533,0.00146502525528612,0.00137639384811793,0.000811123986095017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456083007107294,9.25083642979386e-05
Deferrimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151745068285281,0,0,0,0.000136337962331769,0,0,0,0,0,0,0,0.000867396725577361,0.00129457818327528,0.00091204342216488,0.000189334174818555,0.00133241295169602,0.00649665470765054,0.00263046643806661,0.00111374077683419,0,0.000564042303172738,0.000485700963630712,0.000171031127665235,0.000323779275042785
Defluviitaleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.000278750500879806,0.00027022332027254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehalobacteriia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488207901457113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136308758811388,0.000203905931396982,0,6.90917884409438e-05,0,0,0,0,0,0,0,0,0,0.000282021151586369,0,3.80069172589411e-05,0
Dehalococcoidales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016860563142809,0,0,0,0,0,0,6.70091579182488e-05,0.000253144837792577,0.000611717794190947,0.000335730567384659,0.000241821259543303,0,0,0,0,0,0,0,0,0,0.000681551116333725,0.000874261734535281,0.000323058796701,0.000154180607163231
Dehalococcoidia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190155384113876,0.000250972518509223,0.00202769065044514,0.00178096623689359,0.000156589043240946,0.000855828549014014,0.000697512206463613,0,0,0,0,0,0.000415454923140839,0.000239372843150945,0.000193124758594052,0,0,0,0,0,0,0,0,3.89453596603965e-05,6.79686437989941e-05,0,5.18188413307078e-05,0,0,0,0.000273482696960135,0.000513701378967139,0,0,0,0,0,0.000427416847995026,0.000114020751776823,0
Dermatophilaceae,0.019367630178441,0.0101323061463741,0.0136593591905565,0.0109418201070651,0.0447128961405711,0.0377865246584858,0.0232531888474997,0.0089028150800756,0.00727956565258273,0.00435413642960813,0.00506153958196781,0.00390995922471094,0.00223000400703845,0.0033970931691405,0.0026883350514422,0.00673693360860589,0.0042665328146568,0.00449893863067516,0.00536798274218632,0.026821466120842,0.0172948685946582,0.00781213671239247,0.00436884179215468,0,0.00201000098048828,0.000788643533123028,0.000318410494809909,0.000612249360418079,0,0.000231749710312862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfallaceae,0,0,0,0,0,0,0,0,0,0,0,0.000726135284589175,0.000278750500879806,7.72066629350113e-05,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0.000509456791695854,6.55981457590799e-05,0,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfarculaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78907193207929e-05,9.06248583986587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfatirhabdiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0,0
Desulfitibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013511166013627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0.000670278724236162,0.000836251502639419,7.72066629350113e-05,0.000161704363996523,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0.000196241966344503,0,0,0,0,0,0,0.00038874065697171,0,0,0,0,0,0,0,0,0,0,0,0.000932545850170967,0.000494089924366235,0
Desulfobacterota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70903035816155e-05
Desulfocapsaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214588985453932,0,0,0,0,0,0,0,0.000214199478132181,0.000226562145996647,0.000159030268761154,0.000138183576881888,0,0,0,0,0,0,0,0,0,0.00138660399529965,0.00128225054398508,0.000456083007107294,0.000185016728595877
Desulfohalotomaculaceae,0,0,0,0,0,0,0,0,0,0,0,0.000148950827608036,0.000261328594574818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomonilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306555693505618,0,0,0,0,0.000184855697021513,0.000980497022854494,0.00245700245700246,0.00136308758811388,0.000974217227785582,0.000901171522979874,0.00150274639859053,0.000189743033720048,0,0,0,0,0,0,0,0,0.000564042303172738,0,0.000171031127665235,0.000185016728595877
Desulfotomaculaceae,0,0,0,0,0,0,0,0,0,0,0,0.000148950827608036,0.000191640969354867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dethiobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0.000316520508667076,0.000644610533284552,0.000115809994402517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dethiosulfovibrionaceae,0,0,0,0,5.88327580796988e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43301097468217e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devosiaceae,0.000417405822811228,0,0,0,0,0,0,0,0.000879614183020413,0,0,0,0.000139375250439903,0,0.000202130454995654,0,0.000602334044422136,0.0018059119855527,0.00168063011087142,0,0,0,0,0,0,0,0.000212273663206606,0.000306124680209039,0.000319163790867926,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplorickettsiaceae,0,0,0,0,0,0,0,0,0,0,0,0.000186188534510045,0.000400703845014722,0.00013511166013627,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0.000275955762168588,0.000481053068899919,7.97909477169815e-05,0,0,0.00010489143736233,0,0,0,0,0,0,5.84180394905947e-05,0.000181249716797317,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0.000466272925085483,0.000114020751776823,0.000231270910744847
Dissulfurispiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223363859727496,0.00245355765860498,0.00217499660156781,0.0018200130758221,0.000621826095968494,0,0,0,0,0,0,0,0,0.000239612785738247,0.000822561692126909,0.00120453838980417,9.50172931473528e-05,0.000154180607163231
Dojkabacteria Class,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86033314675056e-05,0.000101065227497827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dongiaceae,0.000876552227903579,0,0,0,0.000117665516159398,0.000509377170641352,0.00270910938029123,0.00253655625186511,0.00139525008341169,0.000521007777901827,0.000619037215060811,0.000595803310432144,0.000209062875659855,0.000212318323071281,0.000747882683483921,0.000271650548734108,0,0,0,0,0,0,0,0,0,0,0.000212273663206606,0.0002186604858636,0.000119686421575472,9.65623792970259e-05,0.00786315353841909,0.00954512079997203,0.00549304214661429,0.00522494235392239,0.0100500555090275,0.00790258104766966,0.00203230292009841,0.000670091579182488,0.00103205203100051,0.00160859123657619,0.00157263265774919,0.00336822468649601,0.0247750189743034,0.0188022069475696,0.0218445522089247,0.00593247081098138,0.00980848570465381,0.0135750993891205,0.0139978392597116,0.00686806812381085,0,0.00230317273795535,0.00202051600870376,0.00165330090076394,0.00197351177168936
Dormibacteraceae,0.0502139204841908,0.0598727181376654,0.060732353649723,0.0643959448595015,0.0830326325698149,0.118638573743922,0.141325206005192,0.0893763055804237,0.0324850617246504,0.0159279520672844,0.0162770373607166,0.0209648289858311,0.0165682328960435,0.0148429809492559,0.0184545105411032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199477369292454,7.72499034376207e-05,0.00297359022700449,0.0589140239851753,0.0650842266462481,0.0689299906785066,0.138753091950217,0.0551101046745384,0.0145648375940386,0.00748268930087112,0.00921057755968376,0.00781639403688432,0.0118742600674995,0.0256330535115901,0.00574650330695002,0.00459267022161946,0.00631756907060551,0.00927737456610918,0.00995296421748832,0.00727237467274314,0,0.00120655250823704,0,0,0.000796549580354367,0.000608110676143058,0.000601304367936601
DP-6,0,0,0,0,0.000156887354879197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232646578529405,0.00317369753592697,0,0,0,0,0,0.000254728395847927,0,0,0.000212437234453457,0.000781717018439325,0,0,0,0,0,0,0,0,0,0,0,0.000515016805811558,0,0.000689593807002714,0.00801514673398548,0.00483200359590965,0,0,0,0,0,0,0,0
DSM-1321,0,0,0,0.00176480969468792,0,0,0,0,0,0,0,0.00215978700031652,0.00372828794926741,0.00530795807678203,0.0027489741879409,0,0,0,0,0,0,0,0,0,0,0,0.00118873251395699,0.00317057704502219,0.00480740459994814,0.00247199691000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679981349082997,0.000741134886549352,0
DSM-13327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191046296885945,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0.000135996269816599,0,0
DSM-16500,0,0,0,0,0,0,0,0,0,0,0,0.000893704965648215,0.00104531437829927,0.000829971626551371,0.000464900046490005,0,0.00042665328146568,0.000348509330545259,0,0,0,0,0,0,0,0.000413098993540634,0.00159205247404954,0.00168368574114972,0.00103728232032076,0.000733874082657397,0,0.00241250305933359,0.00119848192289766,0.00274738752882304,0,0,0,0.000178691087781997,0.000525762355415352,0.00274140196655943,0.00471789797324757,0.000414550730645663,0.00238534099533774,0.00277409610701846,0.00213551630555679,0,0,0,0,0,0,0,0.00308905812869133,0.00349663638782258,0.000986755885844678
DSM-18226,0.0068663257852447,0.00951822698598783,0.00982895687786076,0.0119026609408397,0,0,0,0,0,0.00104201555580365,0.00808389774961765,0.0329181329013759,0.0801756128155543,0.0995386901889633,0.0680775372425363,0.0040204281212648,0.00100389007403689,0.00262966131229604,0.00140470576431044,0,0,0,0,0,0,0.00191527715187021,0.0192107665201978,0.0387466380950298,0.0501885061139814,0.0309772112784859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0.000570103758884117,0.000462541821489693
DSM-27016,0,0,0,0,0,0,0,0,0,0,0,0,0.000209062875659855,0,0.000788308774483051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678223055594343,0.000675936655079181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSM-2933,0,0,0,0.000392179932152872,0,0,0,0,0,0,0,0,0,0.000405334980408809,0.000950013138479575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000797909477169815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589107217513588,0.000570468246503955
DSM-44946,0,0.00100485680790487,0,0.000725532874482813,0,0,0,0,0,0,0,0.000186188534510045,0,0,0,0,0.000501945037018447,0.000601970661850901,0.000652184819144133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSM-45169,0,0,0.000433630450493857,0.000509833911798733,0,0,0,0,0,0,0,0.000875086112197211,0.000452969563929685,0,0.000424473955490874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSM-8532,0,0,0,0,0,0,0,0,0,0,0.00156580001456558,0.00199221731925748,0.00198609731876862,0.000405334980408809,0.00121278272997393,0,0,0,0,0,0,0,0,0,0,0,0.0014010061771636,0.00100583823497256,0.000997386846462269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSPV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74641943454398e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSSB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300435631665916,0.000275955762168588,0,0,0,9.19667080516853e-05,0,0,0,0,0,0,0,0,0,0,0,0.000731865987205898,0.000616465801559658,0.000867553499132446,0,0,0,0,0,0,0,0.00124339446689462,0.00068412451066094,9.25083642979386e-05
DSUN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06555693505618e-05,0,0,0,0,9.24278485107563e-05,8.91360929867722e-05,0,0,6.79686437989941e-05,0,0.000120910629771652,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
