Order,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Methylacidiphilales,0,0,0,0,0,0,0,0,0,0,0,9.30942672550224e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017481906227055,0.00013316465809974,0.000294362949516754,0,0,0,0,0,0.000317187004395306,0.000335730567384659,0.000414550730645663,0,0,0,0,0,0,0,0,0,0.000540540540540541,0.000349704693814113,0.000114020751776823,0
Methylococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212273663206606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylomirabilales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297359022700449,0.00080416768644453,0.000832279113123377,0.00117745179806702,0.00444072220166332,0.00429789495575017,0.00183620351552751,0.000692427965155238,0.000701016473887136,0.000679686437989941,0.000530100895870514,0.00203820775900784,0.00303588853952076,0.00255833307647258,0.00244694576678382,0.00235615861996424,0.00393302618271716,0.00358770483855328,0.00460331626661656,0.00190264049375841,0,0.000705052878965922,0.00050512900217594,0.000304055338071529,0.000678394671518216
Micavibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0.000153277846752809,0,0,0,0,0,0,0.000134018315836498,0.000739961833547533,0.000181249716797317,0.000212040358348206,0.000172729471102359,0,9.24698702339488e-05,0,0,0,0,0,0,0,0.00169212690951821,0.000951973888716195,0.000418076089848352,0.000215852850028523
Micrarchaeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98734935748053e-05,4.90604915861257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
Micrarchaeia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70103758884117e-05,0
Microgenomatia Class,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,0,8.08521819982617e-05,0,0,0,0,0,0,0,0,0,0,0,0.000636820989619818,0.00157435549821792,0.00081785721409906,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349704693814113,0.000646117593401999,0
Micropepsales,0.00498799958259418,0.00153519790096578,0.00127680077089858,0.000941231837166892,0.000137276435519297,0,0,0,0.00806818526494586,0.00171188269882029,0.00149297210691137,0.00171293451749241,0.00163765919266886,0.000424636646142562,0.00119256968447436,0.00298815603607519,0.000828209311080437,0.00107721065804898,0.00120403351226609,0.000156589043240946,0,0.000976517089049058,0.00367168618702361,0.00526883768171142,0.00107853711148152,0,0.00157082510772888,0.000852775894868038,0.000738066266382079,0.000405561993047509,0.00659094741037078,0.0109436732981364,0.0089220320926826,0.00966491684246676,0.000389537035233625,0.0014788455761721,0.00260277391521375,0.00142952870225597,0.00167465046539705,0.00124609180298156,0.00114855194105278,0.00181365944657477,0.0217662365824569,0.0176925685047622,0.0230680250923166,0,0.000192638017112677,0,0.00699891962985579,0.0111838136340433,0.00277950831456367,0.00432432432432432,0.00316677028287224,0.00231842195279541,0.00169598667879554
Miltoncostaeales,0,0,0.000313177547578897,0.000176480969468792,0.00137276435519297,0,0,0,0,0,0,0,0,9.65083286687641e-05,0,0.00065196131696186,0,0.00139403732218103,0.000677268850649676,0.0066885891327204,0.00228220946403737,0,0,0,0,0,0,0,0,0,0.000674422525712359,0.00115380581098563,0.00139822891004727,0.000784967865378011,0.00315524998539236,0.000554567091064538,0.000213926623168253,0.000178691087781997,0,0,0.000106020179174103,0.000449096624866135,0.000542122953485851,0.00052399593132571,0.000289184499710815,0.00387083201851267,0.00284141075241199,0,0,0,0,0,0,0,0
ML615J-28,0,0,0,0,0,0,0,0,0,0,0,0.000148950827608036,8.71095315249395e-05,0.000154413325870023,0.000161704363996523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVZB01,0,0,0,7.84359864305744e-05,0,0,0,0,0,0,0,5.58565603530135e-05,0,0,4.04260909991308e-05,0,0.000125486259254612,0,0,0,0,0,0,0,0,0.000638425717290071,0.000233501029527267,0.00013119629151816,0,0,0.000260572339479775,0,0,0,0,0,0.00016044496737619,0.000335045789591244,0.000642598434396542,0.000543749150391953,0.000229710388210556,0.000431823677755899,0,0,0,0,0,0,0,0,0,0,0.000155424308361828,0,0
MWAK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacteriales,0.0496712929145362,0.0267682688550215,0.0214165261382799,0.0227660450614742,0.153886884217132,0.0946052326927529,0.0425555931820747,0.0376504526012136,0.0162880281476539,0.0119459640504633,0.00935838613356638,0.00901152507028617,0.00806634261920939,0.00758555463336486,0.00873203565581226,0.0137455177659459,0.00747898105157485,0.0105820105820106,0.00785130186123514,0.0452094937699931,0.0342331419605606,0.0272959776796094,0.0126417549730433,0.0067288770392941,0.00254926953622904,0.0042812077512393,0.00282323972064786,0.00111516847790436,0.00191498274520756,0.00237543453070684,0.00360202939869101,0.00048949337435754,0.00116519075837273,0.0008585586027572,0.00535613423446234,0.00392818356170714,0.000766570399686241,0.000603082421264239,0.000350508236943568,0.000634374008790611,0.000406410686834061,0.001537292292811,0.00159926271278326,0.00138704805350923,0.00173510699826489,0.00185126748711476,0.00592361902621482,0.0175021817124018,0.0077504814693034,0,0.00148559927157713,0.000305522914218566,0.000563413117811626,0.00066512105203147,0.00114093649300791
Myxococcales,0,0,0,0,0.000411829306557891,0,0.000112879557512135,0,0,0,0,0,0,0.000115809994402517,0,0.00108660219493643,0.000878403814782281,0,0.000677268850649676,0.00268438359841621,0,0.000883515461520577,0,0,0,0,0,0,0,0.000154499806875241,0.00159408960622921,0.00031467431208699,0.000632532125973767,0.000637786390619634,0.00206454628673821,0.0012708829170229,0.000124790530181481,0.000201027473754746,0.000214199478132181,0.000135937287597988,0.000159030268761154,0.00063909904307873,0.00189743033720048,0.00129457818327528,0.00218000622858922,0.0091932260439676,0.00563466200054581,0.00266653738000582,0,0,0,0.000188014101057579,0.000349704693814113,0.000152027669035765,0
Myxococcota Phylum,0,0.000111650756433875,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14951646202325e-05,0.000276069770360146,0.000601970661850901,0.000326092409572066,0.000246068496521486,0,0,0,0,0,0,0,0,0,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029451982749553,0,0,0,0,0,0.000376028202115159,0.000116568231271371,0,0
Nannocystales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461805932847984,0,0,0,0.000425027403082567,0.000463573797382591,0.000930016275284817,0,0,0,0,0.000169818930565285,0,0.000159581895433963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanopelagicales,0.0014609203798393,0.00251214201976218,0.00226451457480125,0.00200011765397965,0.00519689363037339,0,0.000282198893780336,0,0,0,0,0.000446852482824108,0.000226484781964843,0.000231619988805034,0.000323408727993047,0,0.000276069770360146,0,0,0.00125271234592757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134018315836498,7.78907193207929e-05,0.000135937287597988,0,0,0,0,0,0.000315556958030925,0,0,0,0,0,0,0.000116568231271371,0,0
Negativicutes Class,0,0,0,0.000117653979645862,0,0,0,0,0,0,0,0.000111713120706027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40070505287897e-05,0,0,0
Nevskiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842116701075736,0.00188229388881917,0.00161581598707347,0.00185621833141022,4.47397266402702e-05,0.000927147594765182,0.000744013020227854,0.00153374233128834,0,0,0,0.000530684158016515,0.000437320971727199,0,0.000308999613750483,0,0.00024474668717877,0.000233038151674546,0.000588725899033508,0.000447967590518669,0.000577674053192227,0.000410026027739152,0.000245700245700246,0.000603653074736145,0.000135937287597988,0.000212040358348206,0.000466369571976371,0.000162636886045755,0,0.000111224807581083,0,0,0,0,0,0,0,0,0,0
Nitriliruptorales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318410494809909,8.74641943454398e-05,0.000119686421575472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrososphaerales,0.0408014191797976,0.0357003293697315,0.0421826066008191,0.0386101143204502,7.84436774395984e-05,0,0,0.0071123047846414,0.0151960932997664,0.00911763611328198,0.0321899351831622,0.126291682958163,0.185752365023781,0.189021212530641,0.252723707881066,0.0437085732913181,0.105559041284979,0.113392263092862,0.110118898309336,0.000111849316600676,0,0,0,0,0.00382390430434356,0.0330103650292925,0.0717484981638328,0.144928170030394,0.277473020685803,0.362630359212051,0.091077696540519,0.235795951190518,0.238364737998535,0.22521218662611,0.0577293886216232,0.143933267093375,0.120369379969337,0.0843198570471298,0.124040970518363,0.154832570574108,0.163836516883714,0.127647079144644,0.229019841700098,0.25305921154024,0.218245317435601,0.000399705480172504,0.000497648210874416,0.00799961214001745,0.0563201653436047,0.0449208779989791,0.0291369147457708,0.0770152761457109,0.206131488964874,0.362566987191669,0.468200249772584
Nitrospinales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93208863830672e-05,8.91360929867722e-05,0,0,0.000181249716797317,0,0.000138183576881888,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrospirales,0.000229573202546176,0,0,0,0,0,0,0,0.000818951135915557,0.000558222619180529,0,0.000111713120706027,0,0,0,0.00461805932847984,0.00170661312586272,0.00224946931533758,0.00165554607936588,0,0,0,0,0.0308512664254428,0.0207373271889401,0.00604626708727655,0.00333269651234371,0.00148689130387248,0.000957491372603778,0.00191193511008111,0.00464431875661011,0.00013985524981644,0,0,0,0.000184855697021513,0.000196099404570899,0,0,0.000135937287597988,7.06801194494019e-05,0,0.00401170985579529,0.00332891532842216,0.00449348222627575,8.41485221415799e-05,0.000160531680927231,0.00106661495200233,0.00230165813330828,0.0110445960369391,0.00920113097234868,0.00350176263219741,0.00192337581597762,0.00133024210406294,0.0020660201359873
Norongarragalinales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136308758811388,0.000113281072998323,5.30100895870514e-05,8.63647355511797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000169598667879554
NS11-12g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300435631665916,0.000827867286505763,0.00308311285067675,0.00235383295765095,0.000849748937813828,0,0,0,0,0,0,0,0,3.89453596603965e-05,6.79686437989941e-05,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0.000174852346907056,0.000969176390102999,0.00103301006799365
O2-12-FULL-45-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272617517622775,0.000362499433594635,0.000176700298623505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obscuribacterales,0,0,0,0,0,0,0,0,0,0,0,9.30942672550224e-05,0.000104531437829927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233501029527267,0,0,3.86249517188103e-05,0.00110360049662022,0.00020978287472466,0,0.000196241966344503,0,0,0,0.000111681929863748,0.000681543794056938,0.00126874801758122,0.00141360238898804,0.000466369571976371,0.00311720698254364,0.00228092346577074,0.00313653957378654,0,0,0,0,0,0.00138975415728183,0.00474735605170388,0.00415760024867889,0.000893162555585117,0.000755484975099832
OLB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,4.47397266402702e-05,0,0,0,0,0,0.000375544539582394,0.000169818930565285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligoflexales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244485493860698,0,0,0,0,0,0,0,0,0,0.000638425717290071,0.00036086522745123,0.000349856777381759,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnitrophales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0.000301008378066523,0,0,0,0,0,0,0.000375544539582394,0.00152837037508756,0.00266765792753592,0.00155592348048114,0.000926998841251448,0.000183933416103371,0,0,0,0,0,0,0,0,0,0,0,0,0.000277409610701846,0.000133469769097299,0,0,0,0,0,0,0.00110458284371328,0.00124339446689462,0.000627114134772529,0.000231270910744847
Omnitrophota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376458777763835,0,5.01680630110871e-05,0,0,0,0,0,0,0,0.000297183128489248,0.00013119629151816,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0,0,0,8.13184430228776e-05,0,0,0,0,0,0,0,0,7.05052878965922e-05,0.00104911408144234,0.000741134886549352,0.000231270910744847
OPB41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144478512834508,0,0,0,0,0,0,0,0
Opitutales,0,0,0,0,0,0,0,0,0,0,0,0.000204807387961049,0.00024390668826983,0,0,0.00222753449961969,0.000903501066633204,0.00114057599087539,0.000852857071188481,4.47397266402702e-05,0,0,0.000976017847183491,0,0.0027943916070203,0.00337990085624155,0.00125241461291897,0.000590383311831719,0.000638327581735852,0.000830436461954423,0.00219187320856517,0.00566413761756582,0.00179772288434649,0.00188882892606584,0.000993319439845743,0.00157127342468286,0.00124790530181481,0.00158588340406522,0.00165517778556685,0.00151796637817753,0.000901171522979874,0.00193457007634643,0.00103003361162312,0.0025275097863946,0.00164612715220003,0.000231408435889345,0.000112372176649062,0,0,0,0.00105429625724829,0.00195064629847239,0.00126282250543985,0.0018053285697997,0.00175765892166083
Oscillospirales,0,0,0,5.88269898229308e-05,0,0,0,0,0,0,0.000473381399752385,0.00217840585376753,0.00090593912785937,0.000308826651740045,0.000464900046490005,0,0,0,0,0,0,0,0,0,0,0,0.00072173045490246,0.000415454923140839,0.000239372843150945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70103758884117e-05,0
P2-11E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158413332066027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02658404636155e-05,0,0,0,0,0,0,0,0
Pacearchaeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5291755552767e-05,0,0.000125420157527718,0,0,0,0,0,0,0,8.49094652826424e-05,0.0002186604858636,0.00129660290040095,0.00384318269602163,0,0,0,0,0,0,0,0,3.89453596603965e-05,0.000113281072998323,0.000848161433392822,0.000431823677755899,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0.000304055338071529,0.000632140489369247
Paceibacteria Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0.000150583511105534,0,0.000275924346560979,0,0,0,0,0,0,0,0.000785412553864442,0.000284258631622679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70035252643948e-05,7.77121541809139e-05,0,0
Paenibacillales,0,0.00064199184949478,0.00110816670681763,0.00209816263701786,0,0,0,0,0,0,0.00455174422838832,0.00983075462213037,0.00669001202111535,0.00347429983207551,0.0015766175489661,0.000380310768227752,0.000451750533316602,0,0,0,0,0,0,0,0,0.00274147513895148,0.00755694241015517,0.00297378260774495,0.00147613253276416,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446844886540255,7.60138345178823e-05,7.70903035816155e-05
Palsa-1180,0.000459146405092351,0,0,0,0,0,0,0,0,0,0,0,0.000278750500879806,0,0,0.000597631207215039,0.00042665328146568,0.000601970661850901,0,0,0,0,0,0.000317399860344061,0.00171585449553878,0.00439387111311402,0.00275955762168588,0.00118076662366344,0.000379007001655662,0,0.00203859536181236,0.00087409531135275,0.000798987948598442,0.00260020605406466,0,0,7.13088743894178e-05,0.00104981014071923,0.00368033648790747,0.00548280393311885,0.00454119767462407,0.00172729471102359,0.00159926271278326,0.00132540147335327,0.00171286203674868,0,0,0,0,0,0.00215651507164422,0.0133960047003525,0.0182235001554243,0.00476986811599711,0.00197351177168936
Palsa-1295,0,0,0,0,0,0,0,0,0,0,0,0.000763372991491184,0,0.00013511166013627,8.08521819982617e-05,0,0,0.000126730665652821,0.000250840315055436,0,0,0,0,0,0,0,0.000742957821223121,0.000306124680209039,0.000498693423231134,0.000115874855156431,0.000505816894284269,0.0038460193699521,0.00519342166588987,0.00353235539420105,0,0,0,0.000446727719454992,0.00307668341317132,0.0060945217273098,0.00277419468838902,0.00167547586969289,0.000867396725577361,0.000308232900779829,0.000556124037905414,0,0,0,0,0,0,0.00159811985898942,0.00470158532794529,0.00195735623883547,0.000539632125071309
Palsa-1439,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,8.71095315249395e-05,0,0.000161704363996523,0.000108660219493643,0.000100389007403689,0,0,0,0,0,0,0,0,0.000262881177707676,0,0.0001093302429318,0,5.79374275782155e-05,0.00711209208933033,0.00321667074577812,0.00183101404887143,0.00203601040082422,0.0003116296281869,0.00101670633361832,0.00270973722679788,0.00232298414116596,0.00258986641741637,0.00104218587158458,0.00102486173201633,0.00255639617231492,0.0105171852976255,0.00622630459575255,0.0102771722204921,0.00021037130535395,0,0,0,0.00835305582625644,0.0214213830449993,0.00587544065804935,0.00462387317376438,0.002261411576907,0.00222020074315053
Pan216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracaedibacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212273663206606,0.000262392583036319,0.000299216053938681,9.65623792970259e-05,0,0,0,0,0,0,0,0,9.73633991509912e-05,0.000521092935792288,0.000353400597247009,0,0,0,0,0,0,0,0,0,0,0,0.00141824681380168,0.00100718330736194,0.000215852850028523
Patescibacteria Phylum,0,0,0,0,0,0,0,0,0,0,0.000254897676789746,0.00037237706902009,0.000104531437829927,0.000173714991603775,0.00181917409496089,0,0.000150583511105534,0,0.000100336126022174,0,0,0,0,0,0,0.000300435631665916,0.00222887346366936,0.00111516847790436,5.98432107877361e-05,0.000540749324063345,0.000229916770129213,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0.00173479345115472,0.000924698702339488,0.00209102638252436,0,0,0,0,0,0,0.000305522914218566,0.00176795150761579,0.00106419368325035,0.000277525092893816
Pedosphaerales,0.00452885317750183,0.000167476134650812,0,0.00027452595250701,0,0,0,0,0.00130425551275441,0.0125414015109226,0.017078144344913,0.00696345119067568,0.00337984982316765,0.00179505491323901,0.00254684373294524,0.0197761599478431,0.0137281967624545,0.0143839305515952,0.0131440325089048,0.000290808223161756,0,0.000651011392699372,0.00162669641197249,0.0232971497492541,0.0655456417295813,0.0493089980471684,0.0238171050117812,0.00872455338595762,0.00674233508208494,0.00776361529548088,0.0191903864134517,0.0665710989126254,0.0709767627671616,0.05894618064073,0.0018697777691214,0.0044365367285163,0.012372089706564,0.043712307348671,0.061299996105464,0.0428429018079659,0.0240135705829343,0.0307285729091098,0.0258321587336008,0.0386832290478686,0.0403523601904169,0.000631113916061849,0.000626073555616201,0,0.00267743905303208,0.0215787275511625,0.0451430488330857,0.0428202115158637,0.0170578178427106,0.00961575006651211,0.00766277617601258
Peptostreptococcales,0.00158614212668267,0.000279126891084687,0,0.00054905190501402,0,0,0,0,0,0,0.00233049304493482,0.00482228304381016,0.00815345215073433,0.0131058310332182,0.0168172538556384,0.00105943714006302,0,0,0,0.000111849316600676,0,0,0,0,0,0.00101397025687247,0.0030142860175338,0.00553211029234907,0.00819851987791985,0.0106797991502511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peribacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217320438987287,0.000175680762956456,0.000316826664132053,0.000100336126022174,0.000313178086481892,0.000427914274507007,0,0,0,0,0.00108907916478894,0.00263219342376191,0.000830909846281678,0.000199477369292454,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0.000243955329068633,0.000770582251949573,0.000622858922454064,0,3.21063361854462e-05,0,0,0,0,0.000822561692126909,0.000369132732359341,9.50172931473528e-05,7.70903035816155e-05
PGYV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0,0,0,0,0,0,0,0,0.000294530789795641,0.000229710388210556,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,0.00120453838980417,0.000114020751776823,0
Phycisphaerae Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000276069770360146,0.000285143997718848,0.000250840315055436,0.000111849316600676,0.000106978568626752,0.000279004882585445,0,0,0,0,0,0,0.000139634158504718,0.000154499806875241,0.000720405879738201,0,0.000166455822624675,0,0,0.000115534810638445,0.000124790530181481,0.000223363859727496,0,0,0,0,0.000515016805811558,0.000400702771013778,0.000333674422743249,0.000105185652676975,0.000192638017112677,0,0,0,0,0,0.000135996269816599,0.000152027669035765,0.0002004347893122
Phycisphaerales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017657285667717,0.000577236792571213,0.000633653328264107,0.00120403351226609,0.00167773974901013,0.00317369753592697,0.000744013020227854,9.2954080684142e-05,0,0.000343170899107756,0.000262881177707676,0.000191046296885945,0.00017492838869088,0.000179529632363208,0.000289687137891078,0.00113425606597079,0.00045452956190343,0,0,0.0009348888845607,0.000231069621276891,0.000213926623168253,0.000134018315836498,7.78907193207929e-05,0,7.06801194494019e-05,0.000103637682661416,0.00032527377209151,0.00104799186265142,0.000533879076389198,0.00145156200694225,0.00398118568699533,0.000436342480364588,0,0,0,4.70035252643948e-05,5.82841156356854e-05,3.80069172589411e-05,0.0002004347893122
Pirellulales,0.0400292184075968,0.0571930999832524,0.0550710672127198,0.0530031178304606,0.00356918732350173,0.00208381569807826,0.0177220905294051,0.0887297324181836,0.0643028299311474,0.0396338059618176,0.0275289490932926,0.0145599433986855,0.00789212355615952,0.00741183964176108,0.00945970529379662,0.042187330218407,0.0453507340946166,0.0553496182238697,0.0501931470425927,0.00102901371272622,0,0.00641711229946524,0.0482896449154118,0.0803656446391163,0.0818707716442788,0.0422487607030194,0.0192744486191598,0.00962106137799838,0.00604416428956135,0.00913480108149865,0.029521313284591,0.0229712247823503,0.0181436846660896,0.0184222145905902,0.00597939349083614,0.0169374032395961,0.0169715121046814,0.00701362519544338,0.00786696265140009,0.00638905251710544,0.00438216740586292,0.0142674543130549,0.0295185948173046,0.0394229880097402,0.0375494950393736,0.00246134427264121,0.00110766859839789,0.00349073984291671,0.0530320822960214,0.0381920274722725,0.0343604734748646,0.0269565217391304,0.0159115635685421,0.00891262209722169,0.00832575278681447
PLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198304900575899,0.0044924080813151,0.00316826664132053,0.00454020970250339,0.00939534259445675,0.00752415932674821,0.00381306672866775,0.00223089793641941,0,0,0,0.00036086522745123,0.000437320971727199,0,0.000328312089609888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetales,0.00507148074715642,0.000558253782169374,0.000867260900987714,0.000607878894836951,0.000156887354879197,0,0,0.0044762757385855,0.0180169249901423,0.00829890960515053,0.0038962930595004,0.00215978700031652,0.00120211153504416,0.00140902159856396,0.00129363491197219,0.0108116918396175,0.0100639979922198,0.00985330925450686,0.00970752019264536,0.00105138357604635,0.000927147594765182,0.00274354801209021,0.0114333519241495,0.0149177934361709,0.00529463672909109,0.00480697010665465,0.00222887346366936,0.00233966719874052,0.000937543635674533,0.00218230977211278,0.0331693260373078,0.0695779867836789,0.0778347426592982,0.0782760143256635,0.00915412032799018,0.0222520045289646,0.0466360038506792,0.027027027027027,0.0252950110994275,0.0162218496533599,0.0163094375629495,0.0315749473175113,0.0250731865987206,0.0308541133680609,0.031432130622414,0.00406016619333123,0.00115582810267606,0.00383011732764472,0.0718211282822115,0.0821383822915216,0.0366128336608041,0.0173443008225617,0.0127642213242151,0.00921667743529322,0.0113168565657812
Planctomycetia Class,0.000187832620265053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597631207215038,0.000451750533316602,0.000126730665652821,0.000727436913660764,0.000111849316600676,0,0,0,0,0,0.000337990085624155,0,0.00019679443727724,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02658404636155e-05,0,0.000187890459861901,9.28117314028493e-05,0,0,0,0,0
Planctomycetota Phylum,0.000918292810184702,0.00108859487523028,0.000409539869910865,0.000745141871090456,0.00151004079071227,0.0012039824033341,0.000790156902584942,0.000547100368049339,0.00030331523552428,0.000111644523836106,0.000473381399752385,0,0,0.000115809994402517,0,0.000488970987721395,0.000225875266658301,0.000190095998479232,0.000175588220538805,0.00183432879225108,0.000606211888884927,0.000976517089049058,0,0.000507839776550498,0,0,0,8.74641943454398e-05,0.000179529632363208,7.72499034376207e-05,0.00369399610674269,0,0,0,0.000116861110570087,0,5.34816557920633e-05,0.000178691087781997,0,0,0,5.18188413307078e-05,0.00121977664534316,0.000832228832105539,0.000978778306713529,0.0119280530135689,0.0128425344741785,0.00761175215747115,0.00178495936868805,0,0.00129390904298653,0.000681551116333725,0.00050512900217594,0.000475086465736764,0.000709230792950863
Polarisedimenticolales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000401556029614757,0,0.00035117644107761,0.000313178086481892,0,0,0,0,0,0,0,0.000437320971727199,0.000319163790867926,0,0.000275900124155056,0,0,0,0,0,0,0,0,0,0,0,0.000352379919765803,0.000339056190857812,0.000266939538194599,0.000231408435889345,0.000321063361854462,0,0,0,0,0,0,0,0
